dataset,dataset_source,method,seed,status,epochs,train_n,test_n,input_kind,seq_len,classes,embed_dim,heads,layers,device,parameter_count,train_seconds,train_loss_last,learned_alpha_mean,attention_nonzero_ratio_last,peak_memory_mb,accuracy,macro_f1,loss,inference_seconds,nonzero_ratio,wall_seconds_total
cifar10,torchvision:cifar10,entmax15,0,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,28.609490100003317,1.9011310338974,,0.7674416303634644,38.8212890625,0.4095,0.3998117704012708,1.6132508856909615,0.5873763999843504,0.769290546576182,33.070475999993505
cifar10,torchvision:cifar10,entmax15,1,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,32.341350200003944,1.8454484939575195,,0.8097318410873413,38.8212890625,0.4115,0.3999503263501544,1.6077451705932615,0.4316854000207968,0.8068905685629163,36.86362979997648
cifar10,torchvision:cifar10,entmax15,2,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,26.89945179998176,1.6575723886489868,,0.7207936942577362,38.8212890625,0.3835,0.3758432687493497,1.6776675950913202,0.5350772999809124,0.7302521623316265,31.114531300001545
cifar10,torchvision:cifar10,entmax15,3,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,34.961222699988866,1.5370855331420898,,0.7997026443481445,38.8212890625,0.3735,0.3519676836692012,1.6879396438598633,0.7380717000050936,0.8036953267597017,40.89804810000351
cifar10,torchvision:cifar10,entmax15,4,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,39.2937751999998,1.538881540298462,,0.7256650328636169,38.8212890625,0.393,0.3763421783379383,1.6620170502435594,0.7041336000256706,0.7346047120434898,44.46136090002256
cifar10,torchvision:cifar10,entmax15,5,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,30.472239900002023,1.4926888942718506,,0.7722102105617523,38.8212890625,0.3755,0.3651359696039652,1.6942134698232014,0.452919799980009,0.7628166888441358,34.00617469998542
cifar10,torchvision:cifar10,entmax15,6,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,26.568949999986216,1.6538939476013184,,0.7524113357067108,38.8212890625,0.402,0.3897193700623422,1.6640904006503878,0.4421321999980137,0.76610238637243,30.18800510000437
cifar10,torchvision:cifar10,entmax15,7,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,23.058303600002542,1.785053014755249,,0.7391273975372314,38.8212890625,0.396,0.3879288404350248,1.6632083824702673,0.599784299993189,0.7340095582462492,26.743398199992956
cifar10,torchvision:cifar10,entmax15,8,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,26.45776199997636,1.4385184049606323,,0.7316284775733948,38.8212890625,0.409,0.4004217969091938,1.6053220487776256,0.4153337999887299,0.7411255566846757,30.02640489998157
cifar10,torchvision:cifar10,entmax15,9,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,23.41294929999276,1.700551152229309,,0.8170090913772583,38.8212890625,0.4025,0.3838351822783369,1.6079713219688052,0.4857080999936443,0.826355346611568,26.9454235000012
cifar10,torchvision:cifar10,headwise_adaptive_entmax,0,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,27.79035080000176,1.8851118087768557,1.50700706243515,0.7764976322650909,39.67578125,0.4145,0.4041324572749986,1.6144726844060988,0.4886996000132058,0.7798361565385546,32.39820120000513
cifar10,torchvision:cifar10,headwise_adaptive_entmax,1,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,44.35222410000279,1.8657684326171875,1.5064650774002075,0.8076827526092529,39.67578125,0.4065,0.3944120285954511,1.6101435933794297,0.5176198999979533,0.8059193591276804,48.322978200012585
cifar10,torchvision:cifar10,headwise_adaptive_entmax,2,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,27.48928209999576,1.6667171716690063,1.5042408108711245,0.7295415103435516,39.67578125,0.388,0.3810243130181003,1.6743280036108834,0.4804998000035994,0.7377734382947286,31.483314700017218
cifar10,torchvision:cifar10,headwise_adaptive_entmax,3,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,31.13001079999958,1.5730937719345093,1.5058029890060425,0.7992214858531952,39.67578125,0.388,0.3674688500399742,1.6747538986660184,0.7188027999945916,0.8030043130829221,35.37652459999663
cifar10,torchvision:cifar10,headwise_adaptive_entmax,4,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,36.32755409998936,1.5259687900543213,1.5057157278060913,0.7262272834777832,39.67578125,0.397,0.3809727297043282,1.6521251258395968,0.6046211000066251,0.7344143646103996,42.05254710000008
cifar10,torchvision:cifar10,headwise_adaptive_entmax,5,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,25.578365699999267,1.5031689405441284,1.5052720308303833,0.7644788026809692,39.67578125,0.374,0.3613185515554883,1.6963977416356404,0.6859408000018448,0.7532624999682108,29.488008600019384
cifar10,torchvision:cifar10,headwise_adaptive_entmax,6,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,25.21980329998769,1.6443918943405151,1.5076430439949036,0.7657223343849182,39.67578125,0.3975,0.3863919371124495,1.669959925469898,1.0669230000057723,0.7787291804949442,29.93834399999469
cifar10,torchvision:cifar10,headwise_adaptive_entmax,7,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,27.475293099996637,1.7927716970443726,1.5072466731071472,0.7335315644741058,39.67578125,0.3935,0.3841398584181634,1.6654023613248552,0.4808611000189557,0.7283993789127895,32.854417399998056
cifar10,torchvision:cifar10,headwise_adaptive_entmax,8,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,23.738574899995,1.4257161617279053,1.502501368522644,0.7295577526092529,39.67578125,0.4045,0.3910014361303259,1.600888660975865,0.4170059000025503,0.7387862276463282,27.322824199975003
cifar10,torchvision:cifar10,headwise_adaptive_entmax,9,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114130,23.499177300021984,1.7237441539764404,1.5029385685920715,0.8202314078807831,39.67578125,0.407,0.3858390050487553,1.6067090431849165,0.4317604000098072,0.8294530184496016,27.192144800006645
cifar10,torchvision:cifar10,softmax,0,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.086256599985063,1.7971245050430298,,0.9995566606521606,35.486328125,0.401,0.3874379917490329,1.6239494709741502,0.1239706999913323,0.999437540769577,10.941193600010592
cifar10,torchvision:cifar10,softmax,1,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,6.85682449999149,1.9032946825027464,,1.0,35.486328125,0.397,0.3820875350459981,1.6253844442821683,0.1173819999967236,0.999990294377009,10.665530600002969
cifar10,torchvision:cifar10,softmax,2,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,6.7596956999914255,1.7566486597061155,,1.0,35.486328125,0.386,0.3720661881307819,1.6710507415589833,0.1190901999943889,0.9999688395432064,10.203831099992383
cifar10,torchvision:cifar10,softmax,3,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,10.172120800008996,1.5688785314559937,,1.0,35.486328125,0.375,0.3443105222801029,1.703305613426935,0.1456359000003431,0.9999958688304538,16.019136499991873
cifar10,torchvision:cifar10,softmax,4,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.315837100002682,1.5745128393173218,,0.9999783933162688,35.486328125,0.3625,0.3345084488247626,1.7034033423378354,0.1336928000091575,0.999947651511147,11.21528259999468
cifar10,torchvision:cifar10,softmax,5,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,5.9179886000056285,1.5741039514541626,,0.9999621510505676,35.486328125,0.353,0.3382383686503122,1.7221982024964833,0.1076955000171437,0.9997999128841218,9.54773930000374
cifar10,torchvision:cifar10,softmax,6,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.096605800004909,1.646054744720459,,0.9996377527713776,35.486328125,0.395,0.3889647714974193,1.6878051303681874,0.2922773000027518,0.999857410078957,10.81169729999965
cifar10,torchvision:cifar10,softmax,7,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.3136184999893885,1.7489957809448242,,0.9993512332439424,35.486328125,0.3555,0.3487728104644645,1.7183739457811629,0.1536026000103447,0.999208927154541,13.344204499997431
cifar10,torchvision:cifar10,softmax,8,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,5.854773499973817,1.5917688608169556,,0.9999297261238098,35.486328125,0.395,0.3797879034808469,1.6193126837412517,0.0991203000012319,0.9997097651163735,9.763971600012155
cifar10,torchvision:cifar10,softmax,9,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,5.796061600005487,1.6912717819213867,,0.9971831738948822,35.486328125,0.402,0.3810745570589705,1.6374534084683372,0.0962579000042751,0.996917731705166,9.23728500001016
cifar10,torchvision:cifar10,sparsemax,0,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,36.07386709999992,1.857814908027649,,0.3983888328075409,39.1220703125,0.4035,0.3893221807517958,1.5999902600333804,0.7647023999888916,0.4030129490863709,50.45012150000548
cifar10,torchvision:cifar10,sparsemax,1,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,10.004414299997734,1.873428225517273,,0.4781520515680313,39.1220703125,0.414,0.4153174579297916,1.6125692980630058,0.1947833000158425,0.4710136233341126,17.10243639998953
cifar10,torchvision:cifar10,sparsemax,2,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,9.429198900004849,1.7536604404449463,,0.4433391094207763,39.1220703125,0.391,0.3851118607765567,1.688478912625994,0.1563779000134673,0.4474493726378395,14.006522100011352
cifar10,torchvision:cifar10,sparsemax,3,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,8.30858499999158,1.575332522392273,,0.4544117748737335,39.1220703125,0.378,0.3466000861198348,1.6929758560089838,0.1345181000069715,0.4587496632621402,12.180190800019773
cifar10,torchvision:cifar10,sparsemax,4,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,8.398046499991324,1.5268449783325195,,0.4109320938587188,39.1220703125,0.4005,0.3831587975759821,1.6296724194572083,0.1322600999847054,0.414650817712148,11.867702299990924
cifar10,torchvision:cifar10,sparsemax,5,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,8.117511599994032,1.5387423038482666,,0.5006704181432724,39.1220703125,0.358,0.3471712627561396,1.7115522850127447,0.1335573999967891,0.4840790792590096,11.769622299994808
cifar10,torchvision:cifar10,sparsemax,6,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,12.233816100022525,1.7663226127624512,,0.4701286852359772,39.1220703125,0.3925,0.3860227007520464,1.659650479044233,0.1631226000026799,0.4906326667183921,15.91409289999865
cifar10,torchvision:cifar10,sparsemax,7,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.816167099983431,1.6065293550491333,,0.4643003791570663,39.1220703125,0.403,0.395961794560895,1.617887326649257,0.1331027999985963,0.4579560160636902,11.361388500023168
cifar10,torchvision:cifar10,sparsemax,8,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.9783656999934465,1.623268961906433,,0.432763859629631,39.1220703125,0.4125,0.3988934797779809,1.6040952319190616,0.1327227000147104,0.4404802116609755,12.20261050001136
cifar10,torchvision:cifar10,sparsemax,9,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.463263399986317,1.7105728387832642,,0.5048443078994751,39.1220703125,0.3865,0.364793251349874,1.6734274114881242,0.1329153999977279,0.5092950420720237,10.680078000004867
cifar10,torchvision:cifar10,topk_softmax_0125,0,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.55622240001685,1.5737918615341189,,0.1764705926179886,35.78515625,0.412,0.4024565716806333,1.5812506789252871,0.1246545999892987,0.1764705784264065,11.029024000017673
cifar10,torchvision:cifar10,topk_softmax_0125,1,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,9.68599689999246,1.7246683835983276,,0.1764705926179886,35.78515625,0.4045,0.3971553960253449,1.626757786387489,0.174149500002386,0.1764705784264065,13.916171199991368
cifar10,torchvision:cifar10,topk_softmax_0125,2,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,8.185576600022614,1.8385676145553589,,0.1764705926179886,35.78515625,0.395,0.3844232563936388,1.6627491315205891,0.1862586000061128,0.1764705784264065,12.128719999978784
cifar10,torchvision:cifar10,topk_softmax_0125,3,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.4423976999823935,1.6044520139694214,,0.1764705926179886,35.78515625,0.393,0.3678908827342768,1.6459309260050456,0.1313479999953415,0.1764705784264065,11.09740219998639
cifar10,torchvision:cifar10,topk_softmax_0125,4,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.673271500010742,1.569609522819519,,0.1764705926179886,35.78515625,0.4045,0.3887559596032536,1.6239437205450875,0.1538881000014953,0.1764705784264065,11.24423390001175
cifar10,torchvision:cifar10,topk_softmax_0125,5,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,10.061109100002795,1.6603502035140991,,0.1764705926179886,35.78515625,0.388,0.379338782189159,1.6641197034290858,0.1469495000201277,0.1764705784264065,13.28993850000552
cifar10,torchvision:cifar10,topk_softmax_0125,6,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,8.417023899994092,1.5892212390899658,,0.1764705926179886,35.78515625,0.414,0.4116728827915991,1.6413915441149758,0.1639146000088658,0.1764705784264065,12.121008299989626
cifar10,torchvision:cifar10,topk_softmax_0125,7,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,6.630359500006307,1.6321163177490234,,0.1764705926179886,35.78515625,0.4085,0.4049063742392315,1.6299449716295515,0.1236577999952714,0.1764705784264065,10.01255289997789
cifar10,torchvision:cifar10,topk_softmax_0125,8,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,8.618630899989512,1.5306724309921265,,0.1764705926179886,35.78515625,0.403,0.3951034400435971,1.6226829460689,0.1398658999823965,0.1764705784264065,11.938292999984697
cifar10,torchvision:cifar10,topk_softmax_0125,9,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,6.925549300009152,1.6608214378356934,,0.1764705926179886,35.78515625,0.422,0.4121420986548828,1.59903461592538,0.1206360000069253,0.1764705784264065,10.343613299977733
cifar10,torchvision:cifar10,topk_softmax_025,0,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,9.200268599990522,1.7249940633773804,,0.294117659330368,35.984375,0.4185,0.4073571950780003,1.5751761027744835,0.1275187999999616,0.2941176309472039,12.787207500019576
cifar10,torchvision:cifar10,topk_softmax_025,1,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.45203450002009,1.755383849143982,,0.294117659330368,35.984375,0.41,0.3966289180085144,1.6022324107942127,0.1316533000208437,0.2941176309472039,11.620334100007312
cifar10,torchvision:cifar10,topk_softmax_025,2,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,11.453639600018503,1.6767640113830566,,0.294117659330368,35.984375,0.402,0.394623822061232,1.6456043266114735,0.1706423999858088,0.2941176309472039,15.36447960001533
cifar10,torchvision:cifar10,topk_softmax_025,3,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,8.060709200013662,1.6154524087905884,,0.294117659330368,35.984375,0.393,0.3761095178343497,1.6808246941793532,0.1238430999801494,0.2941176309472039,12.131401399994502
cifar10,torchvision:cifar10,topk_softmax_025,4,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,8.084975999983726,1.5864465236663818,,0.294117659330368,35.984375,0.399,0.3817209724994673,1.6335093464170185,0.1639613999868743,0.2941176309472039,11.817528199986556
cifar10,torchvision:cifar10,topk_softmax_025,5,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,6.498550299991621,1.5944321155548096,,0.294117659330368,35.984375,0.4045,0.3946250517415595,1.6327407076245262,0.1300397999875713,0.2941176309472039,9.729536400001962
cifar10,torchvision:cifar10,topk_softmax_025,6,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,10.09784740000032,1.6336514949798584,,0.294117659330368,35.984375,0.414,0.4092792740750804,1.6188603582836332,0.1506852000020444,0.2941176309472039,14.026794899982631
cifar10,torchvision:cifar10,topk_softmax_025,7,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,6.849977200006833,1.6763452291488647,,0.294117659330368,35.984375,0.4045,0.3931373890096909,1.6042975187301636,0.1563016999862156,0.2941176309472039,11.228168400004506
cifar10,torchvision:cifar10,topk_softmax_025,8,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,6.77827320000506,1.488800883293152,,0.294117659330368,35.984375,0.4125,0.4090875854833903,1.6041672286533175,0.1509696000139229,0.2941176309472039,10.478520100004973
cifar10,torchvision:cifar10,topk_softmax_025,9,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,8.4629491000087,1.613204836845398,,0.294117659330368,35.984375,0.427,0.4136465105834831,1.5732633443105788,0.160115799983032,0.2941174166543143,12.438104600005316
cifar10,torchvision:cifar10,topk_softmax_05,0,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.919869400007883,1.839743733406067,,0.529411792755127,36.3828125,0.4165,0.3949145410649965,1.586422670455206,0.132331000000704,0.5294117359887986,11.485396600008244
cifar10,torchvision:cifar10,topk_softmax_05,1,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.870915300009074,1.7437047958374023,,0.529411792755127,36.3828125,0.417,0.4033316254280012,1.5928611414773124,0.1450661999988369,0.5294117359887986,11.691004799999064
cifar10,torchvision:cifar10,topk_softmax_05,2,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.882952999992995,1.5910422801971436,,0.529411792755127,36.3828125,0.404,0.3914490907427957,1.6527320941289263,0.1631273000093642,0.5294117359887986,11.730256200011354
cifar10,torchvision:cifar10,topk_softmax_05,3,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,24.851149199996144,1.6222323179244995,,0.529411792755127,36.3828125,0.397,0.372661488183848,1.6509906961804344,0.4369620000070426,0.5294117359887986,29.31301969999913
cifar10,torchvision:cifar10,topk_softmax_05,4,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,28.70140669998364,1.5966103076934814,,0.529411792755127,36.3828125,0.4135,0.4007314347500493,1.6135176533744449,0.5576032000244595,0.5294117359887986,42.89389300000039
cifar10,torchvision:cifar10,topk_softmax_05,5,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,6.735342500003753,1.476155400276184,,0.529411792755127,36.3828125,0.395,0.3840846856038148,1.6635600385211764,0.1392629999900236,0.5294117359887986,10.136011299997335
cifar10,torchvision:cifar10,topk_softmax_05,6,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,10.451284000009764,1.6765698194503784,,0.529411792755127,36.3828125,0.402,0.398602150304404,1.631696275302342,0.1446448000206146,0.5294117359887986,14.146408900007373
cifar10,torchvision:cifar10,topk_softmax_05,7,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,7.142784800002119,1.7531249523162842,,0.529411792755127,36.3828125,0.393,0.3773507536413011,1.661339515731448,0.1270436999911908,0.5294068029948643,10.731077800010098
cifar10,torchvision:cifar10,topk_softmax_05,8,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,6.4302703000139445,1.5736905336380005,,0.529411792755127,36.3828125,0.412,0.3994771310406836,1.6107230016163416,0.1251530000008642,0.5293967212949481,9.692548600025477
cifar10,torchvision:cifar10,topk_softmax_05,9,completed,6,8000,2000,patch,16,10,64,4,2,cuda,114122,10.738920199975835,1.6252278089523315,,0.529411792755127,36.3828125,0.407,0.3843442475920421,1.6050113950456892,0.1483562999928835,0.529408947342918,13.9962138000119
fashion_mnist,torchvision:fashion_mnist,entmax15,0,completed,6,8000,2000,patch,16,10,64,4,2,cuda,104970,29.956468499993207,0.3132249414920807,,0.7696420848369598,37.87939453125,0.8075,0.8096557326760285,0.5510071388312748,0.5001278000127058,0.7667407464413416,32.301195100008044
fashion_mnist,torchvision:fashion_mnist,entmax15,1,completed,6,8000,2000,patch,16,10,64,4,2,cuda,104970,29.790603100002045,0.3403764963150024,,0.7978265881538391,37.87939453125,0.8005,0.7938911916883434,0.6006409085932232,0.6206117999972776,0.8016403147152492,31.765943599981256
