dataset,dataset_source,method,seed,status,epochs,train_n,test_n,input_kind,seq_len,classes,embed_dim,heads,layers,device,parameter_count,train_seconds,train_loss_last,learned_alpha_mean,attention_nonzero_ratio_last,peak_memory_mb,accuracy,macro_f1,loss,inference_seconds,nonzero_ratio,wall_seconds_total
synthetic_marker,synthetic:marker_following_token,entmax15,2,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,73.97283300000709,1.818941831588745,,0.2552169188857078,273.27001953125,0.104,0.1025420124295372,2.9908891178312755,2.078812799998559,0.2546580643171355,76.08361159998458
synthetic_marker,synthetic:marker_following_token,entmax15,3,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,78.60493090000818,1.915166258811951,,0.2513203769922256,273.27001953125,0.097,0.0943021656677677,3.081968579973493,2.100215599988587,0.2512113753528822,80.74023739999393
synthetic_marker,synthetic:marker_following_token,entmax15,4,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,78.5735563999915,1.616370439529419,,0.2466049790382385,273.27001953125,0.099,0.0976982839507051,3.1556717668260847,2.100109099992551,0.2484689926107724,80.74317770000198
synthetic_marker,synthetic:marker_following_token,entmax15,5,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,80.15246660000412,1.5433043241500854,,0.2701263427734375,273.27001953125,0.1005,0.0973410833364743,3.0456695443107966,2.099214200017741,0.269353490500223,82.29478180001024
synthetic_marker,synthetic:marker_following_token,entmax15,6,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,74.97259370001848,1.4048033952713013,,0.2666775211691856,273.27001953125,0.1035,0.1022394199037184,3.1204232147761752,2.072681199992076,0.2672611939765158,77.11174550000578
synthetic_marker,synthetic:marker_following_token,entmax15,7,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,74.17024350000429,1.641156792640686,,0.2618898898363113,273.27001953125,0.098,0.0969963288603668,3.0358589603787376,2.0643401999841444,0.2618005286370005,76.27333249998628
synthetic_marker,synthetic:marker_following_token,entmax15,8,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,84.93675470000017,1.6023685932159424,,0.2700715512037277,273.27001953125,0.102,0.1005398569732122,3.052034446171352,2.1443467999924906,0.2702174910477229,87.11708079997334
synthetic_marker,synthetic:marker_following_token,entmax15,9,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,78.9593008000229,1.4522628784179688,,0.2686789184808731,273.27001953125,0.104,0.0999230042067306,3.055063077381679,2.14400860000751,0.2699175420261565,81.19466630002717
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,0,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,84.07277850000537,1.6507055759429932,1.520189881324768,0.2331172376871109,298.62451171875,0.105,0.0991868772790986,3.150344825926281,2.239433800015832,0.2335377314261027,86.38011820000247
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,1,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,83.08010469999863,1.5717647075653076,1.5217769145965576,0.2380764186382293,298.62451171875,0.088,0.0797273694663866,3.124582812899635,2.208224300004076,0.237883971560569,85.3451623999863
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,2,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,82.14067929997691,1.806852102279663,1.5164791345596311,0.2361133620142936,298.62451171875,0.0975,0.0958903106212715,3.014206216448829,2.2158850000123493,0.2355382974658693,84.38720090000425
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,3,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,82.65467879999778,1.9330343008041384,1.5231021046638489,0.2281040772795677,298.62451171875,0.095,0.0916787466108116,3.061731088729132,2.2645769999944605,0.2276824095419475,84.95461600000272
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,4,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,86.42167910002172,1.6912609338760376,1.519172430038452,0.2275887802243232,298.62451171875,0.0915,0.0905321403033571,3.139206534340268,2.269396899995627,0.2288731847490583,88.75542750000022
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,5,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,87.26212940001278,1.6366212368011477,1.5172086358070374,0.2501639127731323,298.62451171875,0.1105,0.1075400112430474,3.042907919202532,2.209800200012978,0.2497000900052842,89.56644590001088
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,6,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,82.48812759999419,1.48755145072937,1.5249746441841123,0.2388142421841621,298.62451171875,0.105,0.1020327548156849,3.1025575456165133,2.2463234000024386,0.2393406246389661,84.76720580001711
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,7,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,82.34459960000822,1.5698792934417725,1.5200103521347046,0.2379238009452819,298.62451171875,0.101,0.1001041287708894,3.059457052321661,2.220424800005276,0.2378227334646951,84.61532189999707
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,8,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,83.64476039999863,1.6760152578353882,1.5171916484832764,0.2483292296528816,298.62451171875,0.103,0.0993169840422502,3.032691149484544,2.329590500012273,0.2481054390470186,86.02160859998548
synthetic_marker,synthetic:marker_following_token,headwise_adaptive_entmax,9,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386898,84.93185100000119,1.4282691478729248,1.5177145600318909,0.2453179806470871,298.62451171875,0.106,0.1035900151993385,3.094396193822225,2.201611700002104,0.2468587784540085,87.20951650000643
synthetic_marker,synthetic:marker_following_token,softmax,0,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,26.43849020000198,1.9050958156585691,,0.9994327425956726,154.91943359375,0.0995,0.0973840287859045,2.806065638860067,0.4170159000204876,0.999346667811984,26.998559600004228
synthetic_marker,synthetic:marker_following_token,softmax,1,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,31.37296599999536,1.9034968614578247,,0.9998925626277924,154.91943359375,0.104,0.1005116905593985,2.755830583118257,0.6074724000063725,0.9998970074313028,32.083259999984875
synthetic_marker,synthetic:marker_following_token,softmax,2,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,28.865196800004924,1.9074050188064573,,0.9998718202114104,154.91943359375,0.0885,0.086363445302861,2.799145846139817,0.3851406999747269,0.9998736409913926,29.405532600008883
synthetic_marker,synthetic:marker_following_token,softmax,3,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,24.87011399999028,1.9168778657913208,,0.9995332062244416,154.91943359375,0.0895,0.081629580287198,2.6956799143836614,0.4562707000004593,0.9995844960212708,25.43722659998457
synthetic_marker,synthetic:marker_following_token,softmax,4,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,25.2112917000195,1.8350694179534912,,0.9996695518493652,154.91943359375,0.1015,0.0972339715424318,2.7824196815490723,0.3379499999864492,0.9996402916454132,25.66330799998832
synthetic_marker,synthetic:marker_following_token,softmax,5,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,21.330075199977728,2.000473499298096,,0.999578207731247,154.91943359375,0.109,0.108420831137691,2.7006308010646274,0.321754200005671,0.9995892289138976,21.6917650999967
synthetic_marker,synthetic:marker_following_token,softmax,6,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,21.129097700002603,1.8066574335098269,,0.9996494352817537,154.91943359375,0.101,0.0983604108616121,2.7627141816275462,0.3242506000096909,0.9996394344738552,21.48369130000356
synthetic_marker,synthetic:marker_following_token,softmax,7,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,21.155848499998683,1.899286150932312,,0.9996967911720276,154.91943359375,0.1035,0.1010699892290857,2.724016303107852,0.3240857000055257,0.9996904688222068,21.511975700006587
synthetic_marker,synthetic:marker_following_token,softmax,8,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,21.140606200002367,1.7625528573989868,,0.9998668134212494,154.91943359375,0.098,0.0959041299365241,2.77645298412868,0.3267803000053391,0.9998705756096612,21.500099199998655
synthetic_marker,synthetic:marker_following_token,softmax,9,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,21.19402950000949,1.909083724021912,,0.9998439252376556,154.91943359375,0.111,0.1074931208600786,2.727889367512294,0.3283688999945298,0.9998103110563188,21.554665000003297
synthetic_marker,synthetic:marker_following_token,sparsemax,0,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,37.54850849998184,1.7024738788604736,,0.0613453574478626,287.54443359375,0.098,0.0952280416811533,3.099689460936047,0.8921179999888409,0.0614278672174328,38.50406119998661
synthetic_marker,synthetic:marker_following_token,sparsemax,1,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,40.06746960000601,1.6697263717651367,,0.0601161457598209,287.54443359375,0.0915,0.0903575382414983,3.0873967920030867,0.8961115999845788,0.0601498406557809,41.034302199987
synthetic_marker,synthetic:marker_following_token,sparsemax,2,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,40.25865789997624,1.512927532196045,,0.0605658497661352,287.54443359375,0.0965,0.0965056776922232,3.03073745682126,0.8881919999839738,0.0606818307368528,41.215755199984415
synthetic_marker,synthetic:marker_following_token,sparsemax,3,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,40.07578549999744,1.8019225597381592,,0.0623918920755386,287.54443359375,0.084,0.0800336168212892,3.0858008975074407,0.8884078999981284,0.0623912805070479,41.03061610000441
synthetic_marker,synthetic:marker_following_token,sparsemax,4,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,40.71856139999,1.6539883613586426,,0.0615979377180337,287.54443359375,0.108,0.1073029661036383,3.000676597867693,0.8888732999912463,0.0616653671576863,41.680612900003325
synthetic_marker,synthetic:marker_following_token,sparsemax,5,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,38.83414200000698,1.349798321723938,,0.0618784222751855,287.54443359375,0.108,0.1040769288422039,3.1921403975713822,0.8515406000078656,0.0618469952827408,39.72667919998639
synthetic_marker,synthetic:marker_following_token,sparsemax,6,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,39.1527677999984,1.90372896194458,,0.0607367288321256,287.54443359375,0.102,0.0982694031806709,3.069644405728295,0.856344400002854,0.0607039977219842,40.04157130001113
synthetic_marker,synthetic:marker_following_token,sparsemax,7,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,39.13703079998959,1.8061248064041135,,0.0616436079144477,287.54443359375,0.1,0.0984278765139747,2.9701361769721624,0.8554541999765206,0.0617288736892598,40.024661500006914
synthetic_marker,synthetic:marker_following_token,sparsemax,8,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,38.88602970002103,1.6471072435379028,,0.061294874176383,287.54443359375,0.1025,0.1007177461061911,3.0062113262358165,0.8559210000094026,0.0610598449018739,39.77445389999775
synthetic_marker,synthetic:marker_following_token,sparsemax,9,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,40.33474039999419,1.7709375619888306,,0.0623271279036998,287.54443359375,0.1125,0.1110727532593565,2.99435780161903,0.8581508000206668,0.0624350963958672,41.23056429999997
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,0,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,29.69685429998208,1.8028603792190552,,0.1340206265449524,168.98095703125,0.0955,0.089360096144286,2.729026953379313,0.6937428000092041,0.1340206265449524,30.4622701999906
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,1,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,29.401247200003127,1.7365063428878784,,0.1340206265449524,168.98095703125,0.0945,0.0838246923504511,2.7864301658812023,0.7624561999982689,0.1340206265449524,30.245759799989173
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,2,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,29.932906400004867,2.0236942768096924,,0.1340206265449524,168.98095703125,0.101,0.0994655076375227,2.6438006446475075,0.7562851999828126,0.1340206265449524,30.832892899983563
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,3,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,31.23097410000628,2.1431896686553955,,0.1340206265449524,168.98095703125,0.102,0.1017077895572388,2.65408156031654,0.7673877000052016,0.1340206265449524,32.07813140001963
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,4,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,31.563632999983383,1.8749542236328125,,0.1340206265449524,168.98095703125,0.1,0.0975179363440011,2.720295372463408,0.9129070999915712,0.1340206265449524,32.59469480000553
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,5,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,32.425641800015,1.8981574773788448,,0.1340206265449524,168.98095703125,0.0985,0.0950892371615778,2.754918541227068,0.8321127999806777,0.1340206265449524,33.292924699984724
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,6,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,32.14057519999915,1.9985237121582031,,0.1340206265449524,168.98095703125,0.085,0.0851809974127063,2.766403936204456,0.7919201999902725,0.1340206265449524,33.01038960000733
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,7,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,32.27204569999594,1.9193791151046755,,0.1340206265449524,168.98095703125,0.102,0.1002017263239425,2.732791480563936,0.7680707999970764,0.1340206265449524,33.089400099997874
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,8,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,32.08390950001194,1.7261393070220947,,0.1340206265449524,168.98095703125,0.0965,0.090408339887167,2.6798038596198674,0.7693664999969769,0.1340206265449524,32.892564599984325
synthetic_marker,synthetic:marker_following_token,topk_softmax_0125,9,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,32.35236710001482,1.7868187427520752,,0.1340206265449524,168.98095703125,0.0975,0.0953794232723947,2.701215108235677,0.7779127999965567,0.1340206265449524,33.16254439999466
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,0,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,30.52058850001777,1.6316663026809692,,0.2577319741249084,177.9677734375,0.0965,0.0918887571980378,2.757680404753912,0.6909680999815464,0.2577319741249084,31.391217799973678
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,1,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,29.349299099994823,1.8972049951553345,,0.2577319741249084,177.9677734375,0.0995,0.0924252643317627,2.762261731284005,0.6764550000079907,0.2577319741249084,30.095480000018146
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,2,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,30.625529300014023,2.1353180408477783,,0.2577319741249084,177.9677734375,0.101,0.09899149870479,2.671067158381144,0.696189600013895,0.2577317747331801,31.394810900004813
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,3,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,29.7684847000055,2.101532220840454,,0.2577319741249084,177.9677734375,0.1045,0.0977293207129456,2.6723426977793374,0.696500299993204,0.2577319741249084,30.534872199990787
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,4,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,32.50218420001329,1.727690577507019,,0.2577319741249084,177.9677734375,0.099,0.096735744488585,2.7243297894795737,0.7506362999847624,0.2577319272926875,33.32075009998516
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,5,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,33.29359079999267,1.6945968866348269,,0.2577319741249084,177.9677734375,0.0965,0.0936930000842901,2.7032535643804643,0.7927066000120249,0.2577319741249084,34.118057100014994
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,6,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,32.68536229999154,1.9415141344070437,,0.2577319741249084,177.9677734375,0.1045,0.1025435216486736,2.699581679843721,0.7869173000217415,0.2577319741249084,33.5069480999955
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,7,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,33.00850090000313,1.82109534740448,,0.2577319741249084,177.9677734375,0.1045,0.0998034331314954,2.729895614442371,0.7883343000139575,0.2577319741249084,33.8356453999877
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,8,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,33.159217699983856,2.1332836151123047,,0.2577319741249084,177.9677734375,0.1045,0.0974169813738901,2.7085826851072765,0.7994376999849919,0.2577318818796248,33.991084700013744
synthetic_marker,synthetic:marker_following_token,topk_softmax_025,9,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,38.71065660001477,1.9366124868392944,,0.2577319741249084,177.9677734375,0.0945,0.0917433221735457,2.6942274683997747,0.953958900005091,0.2577319741249084,39.71511740001733
synthetic_marker,synthetic:marker_following_token,topk_softmax_05,0,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,33.900705200008815,1.943302035331726,,0.5051490068435669,195.09375,0.1,0.0955668893670041,2.747153645470029,0.8851648999843746,0.5051517969086057,34.872037999972235
synthetic_marker,synthetic:marker_following_token,topk_softmax_05,1,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,33.878123900009086,1.6919889450073242,,0.5051538348197937,195.09375,0.095,0.0873378371301875,2.739471219834827,0.8693617999961134,0.5051540590467907,34.81533360001049
synthetic_marker,synthetic:marker_following_token,topk_softmax_05,2,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,34.409035999997286,1.9928734302520752,,0.5051546692848206,195.09375,0.096,0.0930831953140171,2.7472457318078902,0.8638427000259981,0.5051506346180326,35.33561860001646
synthetic_marker,synthetic:marker_following_token,topk_softmax_05,3,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,36.34388189998572,1.957380771636963,,0.5051533281803131,195.09375,0.101,0.0948567867650911,2.686534189042591,0.969925700017484,0.5051526015713101,37.38382920000004
synthetic_marker,synthetic:marker_following_token,topk_softmax_05,4,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,33.8439473999897,1.8363821506500244,,0.5051383972167969,195.09375,0.1005,0.0969233981356124,2.733749718893142,0.8540335000143386,0.5051362840902238,34.78754540000227
synthetic_marker,synthetic:marker_following_token,topk_softmax_05,5,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,41.02069969999138,1.8789793252944944,,0.5051523447036743,195.09375,0.1055,0.1035303507796622,2.671836569195702,1.028933199995663,0.5051512306644803,42.16444949997822
synthetic_marker,synthetic:marker_following_token,topk_softmax_05,6,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,39.53592779999599,1.887718677520752,,0.5051546692848206,195.09375,0.113,0.106897532287329,2.722992386136736,1.0373628000088502,0.5051542492139907,40.62990400000126
synthetic_marker,synthetic:marker_following_token,topk_softmax_05,7,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,40.57691329999943,1.783619046211243,,0.5051539838314056,195.09375,0.113,0.1074033194511038,2.7016847474234447,1.037736500002211,0.505152321997143,41.67359830002533
synthetic_marker,synthetic:marker_following_token,topk_softmax_05,8,completed,6,8000,2000,token,96,10,64,4,2,cuda,1386890,40.59432350000134,1.7544689178466797,,0.5051546692848206,195.09375,0.098,0.0918910471737111,2.747629687899635,1.0291188000119291,0.5051545557521638,41.68322780000744
